"ID","Handle","Command","Title","Body HTML","Sort Order","Template Suffix","Updated At","Published","Published At","Published Scope","Image Src","Image Width","Image Height","Image Alt Text","Row #","Top Row","Must Match","Rule: Product Column","Rule: Relation","Rule: Condition","Product: ID","Product: Handle","Product: Position","Metafield: title_tag [string]","Metafield: description_tag [string]"
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","35","","","","","","6912985465007","organic-chaga-powder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","36","","","","","","6912969703599","organic-pumpkin-powder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","37","","","","","","6299813773487","organic-strawberry-powder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","38","","","","","","6299795914927","organic-beetroot-powder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","39","","","","","","6912982319279","organic-lucumapowder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","40","","","","","","6912982188207","organic-cocoa-powder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","41","","","","","","6912971931823","organic-tart-cherries-powder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","42","","","","","","6299800273071","organic-blue-spirulina-powder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","43","","","","","","7598511816879","pumpkin-spice-latte-powder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","44","","","","","","6299803254959","organic-green-spirulina-powder","","",""
